Project Architect,Gramercy,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect/7060234870.html,"
        
Well-known architecture and interiors practice, seeks intermediate level staff (5+ years) to join its New York office. This person will be exposed to a range of work, including but not limited to: retail, corporate and hospitality projects. 

Will work on a team, but must be able to complete sections of work with a fair amount of autonomy, producing high quality design development drawings in Revit and CAD.

Interested parties should have 5+ years experience working in a professional architectural setting. Must be able to show a quality set of DD or CD drawings and have exposure to built projects.    "
Project Manager,Long Island City,https://newyork.craigslist.org/que/egr/d/project-manager/7060539697.html,"
        
Prime Architectural Woodworking Company in NYC looking for an ambitious, positive and long term oriented individual with a minimum 4 years experience as a Project Manager in an Architectural Woodworking Company.
Requirements: Excellent knowledge of technology and materials, work under pressure and high managerial skills. Ability to independently work on large commercial and residential projects. High work ethic and self motivation. Very good people skills. Only candidates from the trade please apply.
Please email your resume, references and salary expectations.    "
Project Architect,Queens,https://newyork.craigslist.org/que/egr/d/floral-park-project-architect/7059709686.html,"
        
We are a successful Queens based Architectural Firm and are looking for an individual with 5 to 15 years of professional practice in an Architect’s office.
Our studio offers an opportunity to be involved in all phases of Project Development from Feasibility, Zoning and Building Code Analysis, to Design Development, Construction Documents, Consultant Coordination, Construction Administration and City Approvals to Project Close up.

You will be involved in a diverse array of project types including Commercial, Residential, Educational, Mixed-Use, New Buildings and Alterations. Our projects vary in size and complexity from Multi-Story new buildings to interior alterations. 
Requirements
• Professional degree in Architecture from an NAAB Accredited Program
• Minimum 5-10 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures 
• Perform Site visits 
• Check submittals and respond to requests for information
• Fluent in AutoCAD, Revit, SketchUp 
• Fluent English
• Strong work ethic and ability to work with others  

Please submit your resume including work samples and limit to 5 MB.
This position offers excellent growth opportunity and a competitive salary. 



    "
Assistant Estimator,Manhattan,https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-estimator/7059770895.html,"
        
Assistant Estimator 

The goal is to provide detailed take-offs to enable accurate estimates,

Responsibilities:

•	Prepare accurate estimates for concrete frame buildings including excavation, shoring and foundations.
•	Check specifications and submit RFI’s to Client.
•	Use estimating software as well as Excel for preparing take-offs off blueprints
•	Create and submit estimate reports or bids to Senior Estimator.
•	Obtain and review offers and quotes by subcontractors or vendors
•	Build relationships with key vendors (subcontractors, suppliers, GC's etc.)
•	Expedite submittals for architect approval
•	Provide consultation on planning (schedules, material lists, needs etc.)
•	Conduct research to obtain data on material costs, production times etc.
•	Understand the project/program and its requirements
•	Determine key variables for cost and other estimates
•	Assist Foreman/Project Manager in the project process to help make the project move smoothly and efficiently


Position Qualifications:

•	Must have experience with engineering and architectural drawings
•	In depth knowledge of research and data analysis methods and estimation formulas
•	Exquisite math and computer knowledge with an analytical mindset
•	Proficient in relevant software (Microsoft Excel, Estimating Software)


 We are a fast growing concrete contractor with opportunities for growth and we offer competitive salary and bonus system
•	


    "
Electrical Estimator,NYC,https://newyork.craigslist.org/stn/egr/d/staten-island-electrical-estimator/7059611716.html,"
        
Electrical Estimator (Full time position)

Looking for an experienced electrical estimator 7-10 years experience preferred

Experience bidding Electrical, Generators, Fire Alarm, Tele Data backbone & horizontal, DAS systems, Security, BMS, Solar, Lighting retrofits, etc.

Experience bidding high-rise, commercial, residential, and mixed use buildings, design builds, and low voltage projects 

Lighting estimating experience a plus

Our Electrical Estimator will be responsible for calculating the cost of electrical construction by reviewing and evaluating available documents and developing accurate, competitive, and profitable bid proposals for a variety of New York City and/or New Jersey electrical projects. Responsibilities include but, are not limited to the following:

Reviews and evaluates project plans and specifications, bid documents, and other relevant project documents to identify what is needed for a project and to create a bid proposal.

Knowledge of programs such as Excel, Word, Con Est and Accubid a plus

Must be able to attend walkthrough meetings, scope projects, and develop estimate based on walkthrough

Salary: To be discussed upon interview
Please send resume to email address below
    "
Project Manager/ Drafter,,https://newyork.craigslist.org/brx/egr/d/bronx-project-manager-drafter/7059667375.html,"
        
Architectural Sheet Metal and Grille company looking

Employment type: full-time

Duties include but are not limited to preliminary review of bid packages, preparing proposals, take offs, analyzing drawings (blueprints), following up on RFIs, being a liaison between company and subcontractors, attend meetings and progress walk-throughs

Must have experience drafting in construction or other related field. 

MUST HAVE 2 years experience in the field, knowledge of construction software/ strong analytical and communication skills.
Must be detail oriented and possess good customer service skills. Must work well with others, have good work ethic, be self motivated and a team player.    "
Concrete Safety Manager,Manhattan,https://newyork.craigslist.org/mnh/egr/d/new-york-concrete-safety-manager/7059780845.html,"
        
Concrete Safety Manager 

Responsibilities
Conduct training and presentations for health and safety matters and accident prevention to workmen
•	Monitor compliance to policies and laws by inspecting employees, their certifications and operations
•	Inspect equipment and machinery to observe possible unsafe conditions
•	Investigate accidents or incidents and prepare reports.
•	Recommend solutions to issues, improvement opportunities or new prevention measure
•	Report on health and safety awareness, issues and statistics
•	Excellent organizational and motivational skills
•	Outstanding attention to detail and observation ability
•	Exceptional communication and interpersonal abilities plus an ability to enforce rules.
•	Keep records and daily reports.

REQUIREMENTS

Proven experience as a concrete safety manager with NYC DOB registration  AND OSHA CERTIFICATION. 

Knowledge of FDNY regulations as they pertain to construction sites.
Deep understanding of legal health and safety guidelines and ability to enforce rules and regulations as required.

Ability in producing reports and developing relevant policies

Knowledge of standards and regulations for safeguarding and maintaining a construction site to ensure work is carried out in a safe manner.

Knowledge of the standards and regulations related to fall protection, types of protection and related safety equipment.

Knowledge of regulation related to Traffic Controls and Pedestrian Safety Knowledge of standards and regulations related to Fire Prevention.

Knowledge of Standards and regulations related to OSHA concrete Subpart Q.

Knowledge of standards and regulations related to the use of Cranes and Derricks as related to concrete operations.


We are a fast growing concrete construction company with room for advancement,  Competitive pay and opportunities for bonuses.


    "
Surveyor layout,Manhattan,https://newyork.craigslist.org/mnh/egr/d/new-york-surveyor-layout/7059769762.html,"
        
Surveyor layout

Fast Growing Contractor in NY metropolitan area looking for a survey/layout man.
Work includes excavation, foundations, SOE, and concrete superstructures.

Responsibilities are as follows ( But Are Not Limited To)

•	Proficient in current surveying techniques using different types of total stations, data collectors, GPS Equipment and Robotic Instruments.
•	Ability to use surveying and CAD software.
•	Performs boundary, topographic, utilities surveying and construction stake out.
•	Holds level or stadia rod at designated points to assist in determining elevations and laying out stakes.
•	Calls out reading or writes station number and reading in notebook.
•	Marks points of measurement with elevation, station number, or other identifying mark.
•	Measures distance between survey points with steel tape, cloth tape or electronic instruments.
•	Marks measuring points with keel (marking crayon), paint sticks, scratches, tacks, or stakes.
•	Places stakes at designated points and drives them into ground at specified elevation.
•	Performs other duties as required.
•	Operates survey instruments virtually every day with little or no supervision, while striving to increase speed and accuracy.
•	Makes field book notes and sketches of data gathered at job site.
•	Prepares as-built drawings as required. 


Requirements

•	Bachelor's degree preferred but not required.
•	Minimum of 5 year of related experience.
•	Ability to use surveying and CAD software.
•	Experience with boundary, topographic, utilities surveying and construction stake out.
•	Carry layout up through superstructure floors.
•	Must have a valid New York or New Jersey Driver's License.
Excellent salary for right candidate with bonus opportunities. 
We are an affirmative action/equal opportunity employer.
  

    "
Revit Operator - Part or Full Time,SoHo,https://newyork.craigslist.org/mnh/egr/d/new-york-revit-operator-part-or-full/7059720832.html,"
        
We seek IMMEDIATE help with a skilled Revit user for documentation on a single-family house. This is a posting only for experienced Revit users.

Work can last as short as one month, full-time, with potential to transition to permanent full-time depending on performance. 

Applicants must demonstrate complete mastery of Revit, including the following tasks:
- General documentation;
- Building all types of families from scratch;
- Modeling of sophisticated geometries in a way that permits them to be documented.

While architecture experience is not a requirement, it is a benefit.

Please forward a resume and a PDF that includes past Revit work. Particularly attention will be given to applicants who can show construction documents from Revit.    "
"Draftsman, Assistant Project Manager",Long Island City,https://newyork.craigslist.org/que/egr/d/draftsman-assistant-project-manager/7060540255.html,"
        
A reputable Architectural Woodworking Company is looking for a full time draftsman/assistant project manager position. Only solid, professional and long term oriented please apply. This position requires excellent knowledge of AUTOCAD. Only experienced in the field apply. Please email your resume, references and salary expectations    "
Estimator,Long Island City,https://newyork.craigslist.org/que/egr/d/estimator/7060542538.html,"
        
Prime Architectural Woodworking Company in NYC looking for an experienced, ambitious, positive and long term oriented individual.
Requirements:
Excellent knowledge of wood technology and materials. Ability to independently work on large commercial and residential projects. High work ethic and self motivation. Very good people skills.
Excellent working conditions, atmosphere, pay and benefits.
Please email your resume, references and salary requirements.
Only candidates from woodworking industry please apply.    "
Architectural Draftsman AutoCAD,SoHo,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-draftsman-autocad/7060945815.html,"
        
Boutique architectural firm in Soho specializing in high end residential seeks a team member to assist with design development and construction documents of city and country residential projects.
Basic requirements:
Bachelor degree from accredited architecture school
AutoCAD
Adobe Suite (Photoshop, Illustrator, InDesign)
Microsoft Office (Word, Excel, Outlook)
Keen design sensibility
Work well within a team 
English fluency
Citizen, Green Card, or Work Permit required

The position shall initially be hourly upon 90 day review.

Please send a letter of interest, resume, examples of your work, and salary expectations.
    "
Cad Drafter - Architectural/Engineering background,TriBeCa,https://newyork.craigslist.org/mnh/egr/d/cad-drafter-architectural-engineering/7060999419.html,"
        
Architectural Engineering firm seeking a CAD drafter with 
Architectural background OR
Structural/Civil engineering background 

Overview:
-Work with Project Manager & Design Team on all elements of drafting
-AutoCAD detailing

Skills Required:
AutoCAD a MUST
Structural software is a plus (RISA, etc.)
MS Excel, Word, Outlook
Structural knowledge is a must
Building code knowledge is a plus

Please send resume in PDF format    "
Architect 3-10 years' Experience,Manhattan,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-3-10-years-experience/7051014069.html,"
        
Terrence O'Neal Architect LLC and ACB Architects, now merged as Tonab Architecture PLLC, seek project manager-level individual for design and construction documents for varied projects for local universities, airport work, and K-12 schools. The ideal candidate will have the following qualifications:

1. Accredited Degree in Architecture: B.Arch or M.Arch from a NAAB-accredited school.
2. Knowledge of Revit is required
3. 3-10 years' NYC experience minimum
4. Ability to handle all phases from design through construction documents    "
Project Manager for Carpeting and Custom Area Rugs Showroom,Chelsea,https://newyork.craigslist.org/mnh/egr/d/project-manager-for-carpeting-and/7051051275.html,"
        
This is a full time position for an experienced Project Manager conducting inside sales for high-end commercial and residential floor covering, including carpeting and custom area rugs. Our showroom is in New York City near Union Square.

The successful candidate must posses a minimum of 5 years of experience working in high-end luxury sales, preferably working with architects, interior designers and general contractors.

Other qualifications and requirements are:
- understand urban commercial and residential living concepts, styles and designs.
- proof-of-success includes references for 3 successful completed projects.
- work in harmony with others in an open office environment.
- read and understand a floor plan at ease and not intimidated by complex numbers.
- excellent verbal and writing communication skills.

This is an ideal position for an architect, designer, general contractor who is interested in switching career path.

TO APPLY, please reply via email with your resume and cover letter files attached (pdf, docx, or doc). Please do not copy and paste your information in the body of the email. To be considered, please indicate ""Project Manager"" in the subject line. 
Please visit aronsonsfloors.com to learn more about us.
    "
Senior Drafter/Job Captain,Midtown West,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-drafter-job-captain/7051059147.html,"
        
SBLM New York is looking for a highly motivated Senior Drafter/Job Captain who has a passion for understanding weather related problems that occur on existing older buildings.

Responsibilities include, but not limited to: 
Coordinate and develop construction documents
Take on technically challenging issues with Project Manager
Perform code and zoning analyses
Review and redline drawings
Oversee drafters as required
Produce deliverables without requiring constant supervision
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand
materials and products
Take initiative to complete work

Requirements:
Bachelor’s Degree in Architecture
3 or more years’ experience in an Architect’s office
Must be proficient in AutoCAD, Revit and other applicable industry software
General understanding of codes and zoning
General knowledge of building details and construction administration 
Experience working with exterior envelope
Positive attitude and driven to succeed

. Compensation and Benefits:
•	We offer an excellent benefit package
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
•	Salary commensurate with level of experience
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
•	Creative and innovative work environment
.

Interested candidates should forward their cover letter and resume 
Please include Senior Drafter/Job Captain in the subject. No phone calls, please
    "
Intermediate Architect - Single-Family/Luxury Custom Homes,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect-single/7051134047.html,"
        
NYC-based mid-sized firm is seeking a talented intermediate level architect with custom luxury residential project experience. This is a hands on full process design studio with potential for professional growth. Applicants should be personable, creative, and have great attention to detail. 

Requirements:
1. B.Arch/M.Arch or an equivalent professional Degree in Interior Design or Interior Architecture
2. A minimum of 3 years of experience in a residential design/architecture position 
3. Display a high level of technical knowledge in custom residential millwork 

This is a chance to work in a collaborative and relationship focused environment with local clients. You will have the ability to carry interesting high quality design projects from start to finish.
    "
Architect Administrator,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-administrator/7061101880.html,"
        
Established Mid-sized NYC architectural firm is seeking an architect with excellent project administrative skills. The position requires competence in zoning, good planning ability, and extremely strong organizational skills. The architect’s prime responsibility is to assist the senior partner in executing and developing all initial projects.

The ideal candidate will:

- Demonstrate strong leadership abilities
- Possess excellent problem solving and decision-making skills
- Thrive in a fast-paced environment and have the ability to multi-task
- Be detailed-oriented, efficient, and adaptable to changing deadlines and priorities
- Have strong organizational skills, communication skills, and project management skills
- Demonstrate enthusiastic commitment to our team-focused environment
- Must possess integrity and strive for excellence
- Must be self-motivated.
- Possess type A personality

Skills & Qualifications:

- Highly capable of managing projects
- Proficient in Autocad, Sketch-up, Microsoft Word, Project, Outlook and Excel
- Excellent design and visualization skills
- Familiar with NYC regulatory environment, including codes, DOB and zoning requirements
- 8 years minimum experience required
- 5-year architecture degree
    "
Architectural Drafter,"Huntington Station, NY",https://newyork.craigslist.org/lgi/egr/d/huntington-station-architectural-drafter/7051517894.html,"
        
SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented Junior through Senior Architectural Drafter (Architect in Training). 

Requirements:
•	BA Arch or BS Arch degree required
•	AutoCAD required (basic test at interview) Revit a plus
•	2 to 7 years’ experience working in Architects office
•	Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
•	We offer a competitive salary, excellent benefits package and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plans and more. 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume 
Please include “Architectural Drafter in subject line.  No phone calls, please.
    "
Construction Estimator,Flushing Queens,https://newyork.craigslist.org/que/egr/d/flushing-construction-estimator/7051532561.html,"
        
-Position: Construction Estimator  (Office Location in Flushing/College Point Area)
-Full Time Employment
-Health Benefits Offered
-Medium Size and Growing Construction Company 
-Fully Operational General Contracting Office-All Resources to be Supplied to Estimator Including Tools/Programs as Needed to enhance job Performance

1) General Construction Estimates to be performed including  jobs from $10,000-$25,000,000+
    -From Minor Reno Work to Ground Up New Construction Work
2) Construction Experience Necessary 
3) Estimator Must have a good grasp of the Means and Methods of Construction
4) 3+ Years Estimating Experience is a Plus
5) Must be capable of producing scope sheets for sub contractors and leveling all GC and Sub Contractor Bids
6)Experience in public entities is a plus.  SCA, NYCHA, Port Authority, MTA & Various Prevailing Wage Jobs


    "
Senior Architect | Restaurant Architecture Firm,Midtown,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-architect-restaurant/7051552373.html,"
        
Title:Senior Architect - Project Manager | Restaurants

Company Description:
Commercial Architecture + Design Firm that provides professional Architectural, Planning and Design services for restaurants and large retail projects.

Position Description:
Senior Architect - Project Manager with 7 plus years of related experience working with restaurants or food and beverage projects to manage work on fine dining restaurants.Required:Bachelor of Architecture or Masters of Architecture.Project experience must include restaurants.Strong Project management skills.Strong AutoCAD skills.

GREAT COMPENSATION BASED UPON AN ANNUAL SALARY PLUS BENEFITS AND PERKS
Immediate In Person Interview and Immediate Hire. 
Candidate must be currently authorized and eligible to work in the U.S. for any employer. 
Must be available to begin work in two weeks from date of hire.    "
Floor Plan Measurer: AS-BUILT Drawings $50/hr (NY),"New York, NY",https://newyork.craigslist.org/mnh/egr/d/new-york-city-floor-plan-measurer-as/7051593870.html,"
        
We have an immediate opening for a floor plan measurer. This is a flexible position for part-time work (contractor). You will set your own schedule and we will fit appointments into your availability (M-F, 9-5 only). 

Applicant must be highly experienced in creating as-built condition drawings (floor plans) of residential and commercial properties in CAD. Applicant must have the ability to create CAD drawings on-site using own laptop and AutoCAD software. Taking measurements on paper and later transferring to CAD drawings is NOT acceptable. Applicant must use a laser tape measure on-site.

Applicant must:
- Have a good understanding of building construction
- Be highly-proficient in CAD
- Have availability during normal weekday business hours: 9-5 to survey properties (please do not apply if you are looking for after-hour or weekend appointments.)
- Have own vehicle to visit properties
- Be reliable and very detail oriented

There are no set number of measurements in a day or week as appointments vary from week to week. We prefer a candidate with lots of availability but can set up as many or as few appointments as desired. This is a great, flexible opportunity for the right candidate.

Compensation: $50 per hr plus $10 travel and $10 per diem

Please send email with your previous work experience and education. 
You must use the following subject line in your email: ""Re: Floor Plan Measurer - New York""    "
Senior Mechanical Design Engineer,,https://newyork.craigslist.org/brk/egr/d/brooklyn-senior-mechanical-design/7051599379.html,"
        
Senior Mechanical Design Engineer must create and launch six product prototypes and related commercial versions. Senior Mechanical Design Engineer must design an additional three prototypes using Autodesk Inventor, AutoCAD and Autodesk CFD for 3D modeling product design related tasks.
Senior Mechanical Design Engineer must optimize final manufacturing product costs by more than 25% by using python for SKU sizing optimization and use data modeling for ongoing optimization of product and processes. 
In the Research and Development phase of our business, Senior Mechanical Design Engineer oversees development of electrifying gas and oil boilers in NYC in partnership with National Grid & Columbia University. This will help to eliminate the use of fossil fuels for heating in the city and would improve air quality.  
Senior Mechanical Design Engineer performs ongoing modeling simulations of thermodynamic processes.
In the Product/Project Management phase of our business, Senior Mechanical Design Engineer manages relationships with manufacturers, and compiles functional and technical specifications including unique design specifications for various products. Senior Mechanical Design Engineer must also manage and review iterative feedback processes for manufacturing components.
Senior Mechanical Design Engineer oversees and provides technical advice for the installation of large projects including the full retrofit of Providence public housing and Providence public schools in partnership with National Grid.
Daily supervision of 2 subordinate Buildings Engineers; and 3 subcontractors.
Requirements: Bachelor's Degree in Mechanical Engineering plus 1 year progressive postgraduate experience. Radiator Labs, Inc, New York City, NY. Resume to jobs@radiatorlabs.com    "
Architectural Drafter (Mid/Sr),Flatiron,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-drafter-mid-sr/7051762121.html,"
        
Architecture / Interior Design office located in the NYC Flatiron District specializing in the design of high end custom homes and luxury interiors. We are seeking an Intermediate to Senior Architectural Drafter to work in a small fast-paced office with the firm principal and staff preparing design development and construction drawing sets. Candidates for this position must exhibit a strong design sensibility and knowledge of construction systems and assembly. All candidates must demonstrate proficiency in AutoCad and Revit in all the preparation of 2D and 3D drawings and detailed construction documents including the ability to work on multiple projects and communicate effectively with clients & consultants. Candidates must also comprehend architectural redlines and efficiently produce documents and revisions.

Specific qualifications:
• Professional or Graduate degree in Architecture (desired, not required) with at least 5 years professional experience
• Detail oriented, efficient and adaptable to changing deadlines and priorities
• Must be highly motivated and proactive in fast-paced environment
• Ability to quickly absorb and utilize company-specific techniques, standards and procedures
• AutoCAD & Revit Proficiency Required
• Advanced Sketch-Up, 3D Rendering a plus
• Proficiency in advanced BIM tools
• Translate current AutoCAD standards to Revit
• Strong written and verbal communication skills
• Good interpersonal skills and able to work independently and as part of a team
• Ability accurately measure and document existing conditions
• Experience working on custom homes, retail & corporate offices
• Knowledge of  NYC residential zoning a plus
• Experience in Preparing NYC Department of Building Filing Sets a plus
• US Citizen or have a current work visa for work in the US

Salary: Competitive compensation commensurate with experience

Submit: Resume and Work Samples    "
Top Architectural Metal  + Glass Company looking for drafter/engineer!,Woodside,https://newyork.craigslist.org/que/egr/d/woodside-top-architectural-metal-glass/7051801345.html,"
        
We are one of the top architectural metal and glass fabrication and installation companies in New York.  We work with fortune 500 company clients and the top architects in the city.  We are looking for an engineer that is proficient in CAD, understand construction processes and architectural details.  We are willing to train the right person.  You are self motivated, a problem solver and can work out vague details into something that can be built.   Join our team and enjoy a long term career opportunity, competitive pay and benefits.  Please send your resume along with some sample of your CAD work (the more detailed the better).    "
AutoCad is a requirement.......,Upper East Side,https://newyork.craigslist.org/mnh/egr/d/new-york-autocad-is-requirement/7051948263.html,"
        
But if you know AutoCad and have a passion for interior designing and building....WE WILL TRAIN THE RIGHT CANDIDATE!!!

The Renovated Home, a boutique interior design/build firm specializing in high end residential design AND build, is seeking a talented junior architectural designer with exceptional design and communication skills for a full time design position with our team.

We are looking for a talented interior design | architectural graduate to learn all facets of the process of  interior designing and building residential projects.  Additionally helpful is prior experience in detail construction drawings, extensive material knowledge, M.E.P, lighting,

Candidate must be a team player, energetic, motivated, highly organized and a positive attitude.

Requirements:
• Proficient in AutoCAD, Microsoft Office and Photoshop | Indesign
• Strong verbal and written communication skills
• All Applicants Must Be Qualified for U.S. Employment
• Must be available 
• Rendering and sketching skills are a plus
• Interior construction detailing is a plus
• Living within the 5 boroughs is pretty much a requisite as well.

Please send your resume along with your portfolio via email.    "
Estimating Plan Clerk,long island city,https://newyork.craigslist.org/que/egr/d/long-island-city-estimating-plan-clerk/7052045811.html,"
        
Mechanical Contractor specializing in HVAC construction, installation and maintenance for the NY Tri-State area is currently seeking a qualified candidate to fill the role of a Plan Clerk on a full time basis. The Plan Clerk will report directly to the Director of Estimating. The Plan Clerk will be responsible in receiving and reviewing documents in regards to estimating, managing electronically stored files and following up on document changes. The job is heavily dependent on computer usage, you will be responsible in obtaining, sorting all plan documents for the company.

Description:

Plan Clerk will receive and review all request for proposals from clients.
Work with estimators to develop and manage an estimating schedule.
Obtain pricing from vendors and suppliers and subcontractors.
Ensure the estimating team has up to date information.
Maintain, update, and organize all electronic files including hard copies.
Assist in the preparation of proposals and bid folders
Follow-up on bids and estimates
Responsible for obtaining drawings for bidding purposes.

Qualification:

Minimum 1 year experience in a construction company
Ability to multi-task, work in a fast pace environment.
Strong organization skills.
Excellent verbal and written communication skills.
Should be well versed in computer usage and software such as Microsoft Office and Building Connected.

Our Company offers:

Medical / Dental / Vision
401(k)
Paid Time Off
Employee Stock Ownership Plan

The above statements are intended to describe the general nature and level of work performed by people assigned to this classification. They are not intended to be a complete list of all responsibilities, duties and skills required of personnel so classified. Duties and responsibilities may be added or changed as deemed appropriate by management at any time.

We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, national origin, sexual orientation, age, sex, predisposing genetic characteristics, marital status, domestic violence victim status, disability or military status.    "
Drafter,Ridgewood,https://newyork.craigslist.org/que/egr/d/brooklyn-drafter/7052109003.html,"
        
Construction company specializing in exterior restoration will hire a draftsman/assistant. Basic knowledge of AutoCad necessary. Technical education a plus. We are willing to train the right candidate. Please send you resume.    "
Junior Architect,Mamaroneck,https://newyork.craigslist.org/wch/egr/d/mamaroneck-junior-architect/7052115955.html,"
        
Keller/Eaton Architects, PC is an award winning, high-end residential architectural and interior design firm in Mamaroneck, NY. We are seeking a talented and motivated individual to join our team to help create amazing spaces. Position is full time, with competitive salary and benefits. 

Qualifications: 

-Bachelor of Architecture from an accredited institution.
-Ability to work independently and collaboratively in a team environment.
-Willingness to multi-task, work on many different projects and meet project deadlines.
-Clear and concise written and verbal communication skills.
-Efficient drafting skills with particular attention to detail and line weight.
-Experience/interest in residential architecture a plus.
-Positive attitude and driven to learn/succeed.
-An outgoing personality…zombies need not apply.
-Proficiency in Autocad
-Experience in Photoshop/3-D modeling a plus.

Salary commensurate with experience.

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.

For examples of our work or to learn more about the firm, please visit www.rkdea.com.

Please email your resume, work samples and salary requirements. No phone calls please.
    "
Project Architect(s),"Jamaica, Queens",https://newyork.craigslist.org/que/egr/d/project-architects/7052133030.html,"
        
Mssa, a Small Successful 8-Person Architectural studio based in Queens is seeking Project Architect(s). Our projects include single-family residential, multifamily, and mixed-use hospitality projects. The studio offers an opportunity to be involved in all phases of the urban built environment from Design Development, Construction Documents, Consultant Coordination and City Approvals to Project Close up. The candidate shall be willing to work on a whole range of projects from small extensions to multifamily and hospitality.

Requirements
• BS or 5-year Professional degree in Architecture
• Minimum 3 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures a plus
• Site visits and requisition review
• Check submittals and respond to requests for information
• Fluent with Autocad Architecture 2017/18
• Revit 2017 Experience a plus
• Strong work ethic 
• Fluent English 

Please submit your resume including work samples with a particular emphasis on construction documents.
    "
Junior/Intermediate Architect - Immediate Hire,Long Island City,https://newyork.craigslist.org/que/egr/d/long-island-city-junior-intermediate/7052181141.html,"
        
Want to make a difference in New York City? NY based practice and advocate for sustainable design, is seeking a positive energy Junior and Intermediate Architect to work in a collaborative environment directly with owner. Work includes client-facing full process architecture design. Seeking an individual who shares the same approach to sustainable design. 

Minimum Requirements:
1. Bachelor's and/or Master's Degree in Architecture
2. 1+ year of professional experience within an Architecture practice
3. Full CD production knowledge in Revit
4. Experience in NYC Building Codes/Zoning a plus    "
Construction Inspector / Special Inspector,Queens,https://newyork.craigslist.org/que/egr/d/flushing-construction-inspector-special/7052245997.html,"
        
Job Description:

We are currently seeking an inspector to join our team to perform special inspection on New York City construction projects.

Duties and Responsibilities:
- Review construction documents and shop drawings.
- Perform special inspection for residential and commercial buildings in New York City.
- Prepare reports on inspection activities, file documentation and complete required technical report forms in accordance with New York City Building Codes.
- Coordinate with owners, contractors, and engineers.

Skills and Qualifications:
- High School Diploma is required. Bachelor’s degree or higher is preferred.
- 3+ years of related work experience as a construction or special inspector.
- Holding and/or be able to obtain the required ICC certification within three months of hire.
- Excellent verbal and written communication skills
- Ability to effectively work independently and collaboratively in a team environment
- Must be eligible to work in the United States
    "
Project Architect -Revit | Multi Family Residential,Midtown East,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect-revit-multi/7052267808.html,"
        
Salary up to 100K  
Intermediate/Senior Level Architect | Project Architect  
Immediate Opportunity with true professional development. Full time position with salary + benefits package. Work on high profile condo conversions with a focus upon design. 
Involvement includes Design through Construction including Construction Documents.  
To be considered for this unique position all candidates must have the following: 
Bachelor of Architecture or Masters of Architecture from an accredited university. 
3-10 years of current New York City residential architecture project experience. 
2+ years of experience with a minimum of 2 completed projects using Revit in a professional office setting. Experience with and strong knowledge of New York building code and zoning requirements. 

Candidates must also be authorized and eligible to work in the U.S. for any employer.

Firm Description:
Multi-disciplinary design focused architecture and design firm with a focus upon New York City multi-family residential projects.    "
